model,primary_failed_part,mileage,age,date,claims_count
Leaf,Clutch,18958.3,7.78,2025-02-25,1
Leaf,Clutch,20910.9,7.08,2025-02-04,1
Leaf,Clutch,22000.3,7.41,2025-06-06,1
Leaf,Clutch,19601.2,6.88,2025-03-23,1
Leaf,Clutch,20558.0,7.53,2025-05-03,1
Leaf,Clutch,19646.6,7.2,2025-02-25,1
Leaf,Clutch,19396.0,6.83,2025-05-08,1
Leaf,Clutch,20980.8,7.87,2025-05-10,1
Leaf,Clutch,17432.9,7.35,2025-06-19,1
Leaf,Clutch,20167.1,7.66,2025-02-23,1
Leaf,Clutch,19510.5,7.32,2025-01-31,0
Leaf,Clutch,20210.3,7.44,2025-04-01,1
Leaf,Clutch,20745.6,6.95,2025-05-30,1
Leaf,Clutch,18696.5,7.24,2025-05-08,0
Leaf,Clutch,18443.9,8.34,2025-04-04,1
Leaf,Clutch,18994.2,7.74,2025-04-26,0
Leaf,Clutch,21485.1,7.49,2025-06-30,0
Leaf,Clutch,19181.7,7.45,2025-02-11,0
Leaf,Clutch,18586.1,6.85,2025-06-03,1
Leaf,Clutch,21956.9,6.78,2025-06-30,0
Sentra,Battery Cable,6185.7,6.5,2025-05-11,0
Sentra,Battery Cable,6627.6,6.68,2025-04-11,0
Sentra,Battery Cable,6151.3,5.92,2025-05-24,0
Sentra,Battery Cable,5890.9,6.51,2025-02-23,0
Sentra,Battery Cable,6371.9,7.19,2025-01-10,1
Sentra,Battery Cable,6482.7,6.35,2025-02-04,0
Sentra,Battery Cable,6578.5,6.65,2025-05-25,0
Sentra,Battery Cable,5863.1,6.97,2025-01-23,0
Sentra,Battery Cable,6596.0,6.96,2025-03-26,1
Sentra,Battery Cable,5723.0,7.08,2025-05-24,1
Sentra,Battery Cable,6600.0,6.43,2025-04-05,1
Sentra,Battery Cable,6197.8,6.77,2025-06-30,1
Sentra,Battery Cable,6221.2,6.42,2025-06-19,1
Sentra,Battery Cable,5840.1,7.05,2025-03-19,0
Sentra,Battery Cable,6402.5,7.04,2025-06-14,0
Sentra,Battery Cable,6484.9,6.64,2025-02-11,1
Sentra,Battery Cable,6713.4,6.44,2025-02-28,1
Sentra,Battery Cable,6397.7,7.03,2025-02-28,1
Sentra,Battery Cable,6188.4,7.25,2025-02-14,1
Sentra,Battery Cable,6546.7,7.07,2025-03-18,0
Sentra,Battery Cable,6033.3,7.54,2025-01-24,0
Sentra,Battery Cable,6003.1,6.89,2025-04-07,0
Sentra,Battery Cable,6492.8,6.69,2025-04-06,0
Sentra,Battery Cable,6151.5,6.19,2025-01-18,0
Sentra,Battery Cable,6359.8,7.35,2025-05-21,1
Sentra,Battery Cable,6327.5,6.8,2025-03-30,1
Sentra,Battery Cable,6339.3,7.38,2025-06-10,0
Sentra,Battery Cable,6261.5,7.39,2025-03-07,0
Sentra,Battery Cable,6273.6,6.82,2025-05-18,0
Sentra,Battery Cable,6425.6,7.04,2025-03-05,0
Sentra,Front Tire,18965.8,7.22,2025-04-30,0
Sentra,Front Tire,20349.1,7.69,2025-02-23,0
Sentra,Front Tire,18575.4,7.2,2025-03-18,1
Sentra,Front Tire,19684.3,7.88,2025-03-16,1
Sentra,Front Tire,17751.0,7.83,2025-04-09,1
Sentra,Front Tire,19437.1,7.5,2025-05-01,1
Sentra,Front Tire,19264.8,7.61,2025-03-07,0
Sentra,Front Tire,17537.7,7.53,2025-04-10,0
Sentra,Front Tire,18379.8,7.0,2025-02-15,1
Sentra,Front Tire,17773.0,6.79,2025-02-01,0
Sentra,Front Tire,16889.0,7.19,2025-03-30,1
Sentra,Front Tire,19522.5,6.92,2025-06-11,1
Sentra,Front Tire,17386.9,8.11,2025-05-27,1
Sentra,Front Tire,17618.3,7.41,2025-04-02,1
Sentra,Front Tire,18961.8,7.33,2025-05-20,0
Sentra,Front Tire,18456.0,7.1,2025-03-14,0
Sentra,Front Tire,17898.6,7.52,2025-06-16,1
Sentra,Front Tire,17385.9,7.93,2025-01-22,0
Sentra,Front Tire,16841.6,7.48,2025-06-10,1
Sentra,Front Tire,17514.5,7.57,2025-05-05,1
Sentra,Front Tire,17600.0,7.62,2025-03-10,0
Sentra,Front Tire,19251.8,7.73,2025-06-06,1
Sentra,Front Tire,18047.0,7.96,2025-01-30,0
Sentra,Front Tire,18548.6,7.38,2025-04-19,1
Sentra,Front Tire,19007.9,6.8,2025-01-17,0
Sentra,Front Tire,18287.3,7.53,2025-04-24,0
Sentra,Front Tire,17958.5,7.39,2025-01-01,0
Sentra,Front Tire,20045.1,7.1,2025-03-28,0
Sentra,Front Tire,19239.2,7.17,2025-01-04,0
Sentra,Front Tire,18573.0,7.6,2025-02-11,1
Sentra,Front Tire,19260.5,7.54,2025-02-12,1
Sentra,Front Tire,19186.4,7.33,2025-01-20,0
Sentra,Front Tire,18099.4,7.78,2025-05-12,1
Sentra,Front Tire,16795.9,7.25,2025-06-20,0
Sentra,Front Tire,18268.0,7.47,2025-01-25,1
Sentra,Front Tire,19331.7,7.48,2025-04-14,1
Sentra,Front Tire,18296.6,7.71,2025-05-25,1
Sentra,12V Battery,26920.8,4.77,2025-01-26,1
Sentra,12V Battery,26051.8,4.88,2025-02-28,0
Sentra,12V Battery,25843.7,4.74,2025-03-18,0
Sentra,12V Battery,28145.6,5.02,2025-03-12,1
Sentra,12V Battery,27870.4,4.73,2025-06-20,0
Sentra,12V Battery,26704.6,4.41,2025-05-03,1
Sentra,12V Battery,25744.7,4.61,2025-04-09,0
Sentra,12V Battery,28354.3,4.17,2025-06-28,0
Sentra,12V Battery,27809.9,4.93,2025-01-15,1
Sentra,12V Battery,26802.7,3.86,2025-06-30,1
Sentra,12V Battery,26255.5,4.53,2025-06-01,0
Sentra,12V Battery,26503.4,4.28,2025-03-07,0
Sentra,12V Battery,26430.9,4.9,2025-05-24,0
Sentra,12V Battery,24185.7,4.56,2025-02-22,0
Sentra,12V Battery,26608.3,4.68,2025-06-27,1
Sentra,12V Battery,28184.0,4.58,2025-05-05,1
Sentra,12V Battery,29140.0,4.45,2025-04-26,1
Sentra,12V Battery,29296.8,4.56,2025-03-15,0
Sentra,12V Battery,25456.8,4.29,2025-01-07,1
Sentra,12V Battery,27810.9,4.43,2025-02-02,0
Sentra,12V Battery,27421.2,4.78,2025-06-01,1
Sentra,12V Battery,25646.4,4.75,2025-02-02,1
Sentra,12V Battery,25117.6,4.38,2025-05-18,0
Sentra,12V Battery,27793.4,4.76,2025-04-14,1
Sentra,12V Battery,26884.3,4.49,2025-03-15,1
Sentra,12V Battery,26999.0,4.72,2025-06-20,0
Sentra,12V Battery,26223.0,4.42,2025-06-13,1
Sentra,12V Battery,26819.9,4.91,2025-03-03,1
Sentra,12V Battery,25666.1,4.73,2025-02-21,1
Sentra,12V Battery,28922.1,4.49,2025-01-08,0
Sentra,12V Battery,28937.0,4.0,2025-02-08,0
Sentra,12V Battery,25686.8,4.82,2025-04-19,0
Sentra,12V Battery,25092.7,4.8,2025-06-12,0
Sentra,12V Battery,27394.2,4.85,2025-03-31,0
Sentra,12V Battery,25009.6,4.76,2025-01-08,1
Sentra,12V Battery,26508.8,4.85,2025-05-28,0
Sentra,12V Battery,25996.4,4.5,2025-06-15,0
Sentra,12V Battery,28282.1,4.66,2025-05-30,0
Sentra,12V Battery,27784.3,4.7,2025-04-09,1
Sentra,12V Battery,28431.9,4.49,2025-02-17,0
Sentra,12V Battery,25730.9,4.42,2025-01-30,0
Sentra,12V Battery,24353.5,4.63,2025-05-23,1
Sentra,12V Battery,26352.0,4.56,2025-02-18,0
Sentra,12V Battery,24515.9,4.64,2025-04-17,1
Sentra,12V Battery,26409.2,4.81,2025-04-07,1
Sentra,12V Battery,27015.5,4.54,2025-04-26,0
Sentra,12V Battery,27616.0,4.53,2025-04-28,0
Sentra,12V Battery,27653.7,4.75,2025-02-01,1
Sentra,12V Battery,26517.8,4.53,2025-06-03,1
Sentra,12V Battery,28794.6,4.58,2025-04-07,1
Sentra,12V Battery,25526.5,4.67,2025-04-17,0
Sentra,12V Battery,28384.6,4.57,2025-04-16,0
Sentra,12V Battery,26119.8,4.76,2025-04-22,0
Sentra,12V Battery,27355.7,4.53,2025-01-20,1
Sentra,12V Battery,27419.0,4.55,2025-01-01,1
Sentra,12V Battery,29936.9,4.7,2025-02-05,1
Sentra,12V Battery,28478.9,4.56,2025-03-22,0
Sentra,12V Battery,28579.1,4.6,2025-04-11,0
Sentra,12V Battery,27692.0,4.8,2025-03-03,1
Sentra,12V Battery,27276.1,4.49,2025-03-13,0
Sentra,12V Battery,26111.1,4.39,2025-02-14,1
Sentra,12V Battery,23708.5,4.82,2025-01-09,0
Sentra,12V Battery,26511.0,4.8,2025-02-04,1
Sentra,12V Battery,25685.3,4.6,2025-02-02,1
Sentra,12V Battery,26893.3,4.5,2025-02-04,1
Sentra,12V Battery,28260.0,4.81,2025-06-24,0
Sentra,12V Battery,26560.6,4.84,2025-06-28,1
Sentra,12V Battery,28231.6,4.86,2025-02-26,0
Sentra,12V Battery,28813.6,4.79,2025-03-10,0
Sentra,12V Battery,28261.6,4.57,2025-06-07,1
Sentra,12V Battery,26590.9,4.62,2025-05-31,0
Sentra,12V Battery,26735.7,4.7,2025-05-20,0
Sentra,12V Battery,26996.4,4.59,2025-01-11,1
Sentra,12V Battery,29320.0,4.93,2025-01-19,1
Sentra,12V Battery,28807.9,4.42,2025-02-23,1
Sentra,12V Battery,27081.3,4.71,2025-04-23,0
Sentra,12V Battery,27317.3,4.29,2025-04-19,0
Sentra,12V Battery,27214.3,4.47,2025-05-22,1
Sentra,12V Battery,27687.2,4.55,2025-02-26,1
Sentra,12V Battery,24887.6,4.71,2025-04-18,0
Sentra,12V Battery,25701.2,4.93,2025-05-05,1
Sentra,12V Battery,25832.7,4.31,2025-04-02,0
Sentra,12V Battery,26856.8,4.75,2025-06-08,1
Sentra,12V Battery,23327.9,4.86,2025-01-05,0
Sentra,12V Battery,25489.4,4.94,2025-01-25,1
Sentra,12V Battery,25307.6,4.38,2025-05-02,1
Sentra,12V Battery,26309.6,5.0,2025-04-26,0
Sentra,12V Battery,29636.5,4.42,2025-06-07,1
Sentra,12V Battery,25076.9,5.02,2025-01-19,1
Sentra,12V Battery,24339.4,4.4,2025-03-25,0
Sentra,12V Battery,27318.4,4.51,2025-02-08,0
Sentra,12V Battery,25549.5,4.19,2025-06-12,0
Sentra,12V Battery,25684.1,4.67,2025-03-19,0
Sentra,12V Battery,27008.4,4.33,2025-03-12,1
Sentra,12V Battery,27380.1,4.72,2025-04-14,1
Sentra,12V Battery,24228.5,4.51,2025-01-31,0
Sentra,12V Battery,24286.0,4.99,2025-03-12,1
Sentra,12V Battery,27739.9,4.56,2025-03-17,0
Sentra,12V Battery,24755.9,4.41,2025-01-07,0
Sentra,12V Battery,26614.4,4.91,2025-06-07,1
Sentra,12V Battery,27537.8,4.66,2025-02-12,0
Sentra,12V Battery,26919.6,4.72,2025-02-24,1
Sentra,12V Battery,28860.1,4.17,2025-03-04,1
Sentra,12V Battery,27437.3,4.65,2025-03-31,1
Sentra,12V Battery,27197.0,4.76,2025-01-17,0
Sentra,12V Battery,27826.3,4.66,2025-04-28,1
Sentra,12V Battery,26587.5,4.68,2025-03-19,1
Sentra,12V Battery,26468.3,4.67,2025-04-12,1
Sentra,12V Battery,27676.1,4.37,2025-04-03,0
Sentra,12V Battery,28063.7,4.76,2025-04-22,1
Sentra,12V Battery,24478.4,4.17,2025-03-20,0
Sentra,12V Battery,28002.7,4.27,2025-02-05,0
Sentra,12V Battery,25984.2,4.47,2025-04-07,0
Sentra,12V Battery,26823.1,4.75,2025-01-14,0
Sentra,12V Battery,28417.3,4.49,2025-01-29,1
Sentra,12V Battery,27956.8,4.73,2025-05-21,1
Sentra,12V Battery,26960.6,4.69,2025-04-09,0
Sentra,12V Battery,26545.8,4.57,2025-03-05,1
Sentra,12V Battery,27583.4,4.32,2025-05-06,1
Sentra,12V Battery,25596.7,4.71,2025-02-02,0
Sentra,12V Battery,28060.7,4.7,2025-04-08,0
Sentra,12V Battery,26374.6,4.59,2025-02-25,0
Sentra,12V Battery,25008.0,4.67,2025-01-18,1
Sentra,12V Battery,25778.0,4.32,2025-05-26,1
Sentra,12V Battery,28764.6,4.63,2025-05-30,1
Sentra,12V Battery,25602.5,4.43,2025-04-02,1
Sentra,12V Battery,27051.3,4.31,2025-06-14,0
Sentra,12V Battery,28592.3,4.09,2025-04-08,1
Sentra,12V Battery,26501.6,4.6,2025-06-06,0
Sentra,12V Battery,26428.6,4.77,2025-06-12,1
Sentra,12V Battery,27341.4,4.51,2025-03-27,0
Sentra,12V Battery,25927.4,4.45,2025-04-02,0
Sentra,12V Battery,27600.3,4.44,2025-05-30,0
Sentra,12V Battery,30146.5,4.7,2025-02-10,1
Sentra,12V Battery,26998.1,4.58,2025-06-13,0
Sentra,12V Battery,25468.9,4.78,2025-02-16,0
Sentra,12V Battery,25282.0,4.98,2025-05-05,1
Sentra,12V Battery,28188.7,4.75,2025-06-25,0
Sentra,12V Battery,27936.0,4.67,2025-04-23,1
Sentra,12V Battery,27052.7,4.53,2025-04-07,1
Sentra,12V Battery,26598.5,4.46,2025-03-09,1
Sentra,12V Battery,27111.7,5.02,2025-01-24,1
Sentra,12V Battery,27536.1,4.33,2025-03-18,0
Sentra,12V Battery,28566.1,4.33,2025-06-05,1
Sentra,12V Battery,28548.4,4.67,2025-01-12,0
Sentra,12V Battery,27204.8,4.86,2025-01-07,0
Sentra,12V Battery,28862.7,4.53,2025-02-25,1
Sentra,12V Battery,24438.4,4.77,2025-05-21,0
Sentra,12V Battery,25534.9,4.42,2025-03-24,1
Sentra,12V Battery,27279.8,4.5,2025-01-01,0
Sentra,12V Battery,25940.9,4.51,2025-02-15,1
Sentra,12V Battery,28470.4,4.49,2025-03-27,1
Sentra,12V Battery,26909.5,4.88,2025-03-29,1
Sentra,12V Battery,26554.3,4.37,2025-01-17,1
Sentra,12V Battery,26495.0,4.14,2025-02-23,0
Sentra,12V Battery,27028.9,4.52,2025-03-11,1
Sentra,12V Battery,25374.4,5.13,2025-03-15,0
Sentra,12V Battery,25496.4,4.84,2025-06-24,1
Sentra,12V Battery,27746.0,4.51,2025-03-07,1
Sentra,12V Battery,27555.7,4.52,2025-05-21,1
Sentra,12V Battery,26302.8,4.53,2025-04-13,0
Sentra,12V Battery,27899.0,4.67,2025-05-04,0
Sentra,12V Battery,27247.5,4.2,2025-02-06,1
Sentra,12V Battery,27384.6,4.35,2025-02-16,1
Sentra,Spare Tire,11465.8,3.99,2025-05-01,1
Sentra,Spare Tire,10067.9,3.88,2025-03-03,1
Sentra,Spare Tire,10898.0,3.99,2025-03-01,1
Sentra,Spare Tire,9812.4,4.03,2025-01-17,1
Sentra,Spare Tire,10861.1,3.85,2025-03-06,1
Sentra,Spare Tire,9981.8,3.85,2025-04-03,0
Sentra,Spare Tire,10202.4,4.07,2025-03-12,1
Sentra,Spare Tire,10348.7,4.02,2025-04-07,1
Sentra,Spare Tire,11040.2,4.01,2025-06-28,0
Sentra,Spare Tire,10729.6,3.87,2025-01-22,1
Sentra,Spare Tire,10593.6,4.04,2025-04-06,1
Sentra,Spare Tire,10190.4,4.04,2025-06-25,1
Sentra,Spare Tire,9543.5,4.08,2025-05-04,1
Sentra,Spare Tire,9649.4,4.24,2025-03-16,1
Sentra,Spare Tire,10233.5,3.83,2025-05-29,1
Sentra,Spare Tire,10718.9,4.06,2025-02-20,1
Sentra,Spare Tire,10332.7,3.45,2025-02-08,1
Sentra,Spare Tire,10840.9,4.0,2025-04-02,0
Sentra,Spare Tire,10044.6,3.79,2025-01-24,1
Sentra,Spare Tire,10982.4,4.05,2025-01-30,0
Sentra,Spare Tire,11180.8,4.24,2025-03-08,1
Sentra,Spare Tire,10441.2,4.07,2025-06-28,1
Sentra,Spare Tire,9564.0,4.12,2025-05-31,1
Sentra,Spare Tire,10415.3,3.98,2025-04-28,0
Sentra,Spare Tire,10100.4,4.12,2025-05-15,1
Sentra,Spare Tire,10065.9,3.77,2025-05-13,1
Sentra,Spare Tire,9827.8,3.74,2025-04-30,1
Sentra,Spare Tire,10825.1,3.9,2025-05-31,1
Sentra,Spare Tire,10282.2,4.25,2025-03-23,1
Sentra,Spare Tire,9829.9,3.76,2025-02-24,1
Sentra,Spare Tire,10412.6,3.88,2025-01-17,1
Sentra,Spare Tire,10853.0,3.95,2025-02-04,1
Sentra,Spare Tire,9941.5,3.85,2025-06-26,0
Sentra,Spare Tire,10753.5,3.92,2025-01-03,1
Sentra,Spare Tire,10523.1,3.82,2025-03-16,1
Sentra,Spare Tire,9808.5,3.8,2025-01-04,1
Sentra,Spare Tire,9955.7,4.09,2025-05-30,1
Sentra,Spare Tire,9581.3,3.75,2025-03-24,1
Sentra,Spare Tire,10645.7,4.07,2025-03-15,1
Sentra,Spare Tire,10623.7,3.74,2025-03-04,1
Sentra,Spare Tire,10308.8,3.65,2025-04-23,1
Sentra,Spare Tire,9588.4,3.91,2025-05-07,1
Sentra,Spare Tire,10463.8,4.19,2025-06-16,1
Sentra,Spare Tire,10109.6,4.08,2025-04-22,1
Sentra,Spare Tire,9852.5,4.26,2025-04-19,1
Sentra,Spare Tire,10715.7,3.83,2025-01-25,1
Sentra,Spare Tire,10110.8,4.02,2025-05-12,0
Sentra,Spare Tire,10056.6,3.77,2025-02-19,1
Sentra,Spare Tire,10481.0,3.98,2025-01-14,1
Sentra,Spare Tire,10032.1,4.02,2025-06-28,1
Sentra,Spare Tire,9541.0,4.06,2025-05-16,1
Sentra,Spare Tire,10427.1,3.8,2025-04-06,1
Sentra,Spare Tire,9380.1,4.08,2025-05-09,1
Sentra,Spare Tire,9926.6,4.09,2025-01-14,1
Sentra,Spare Tire,10780.3,4.37,2025-01-16,1
Sentra,Spare Tire,9373.0,4.12,2025-01-26,1
Sentra,Spare Tire,9885.7,4.09,2025-06-28,1
Sentra,Spare Tire,10440.9,4.29,2025-05-18,0
Sentra,Spare Tire,10547.4,4.23,2025-05-03,1
Sentra,Spare Tire,10328.8,3.8,2025-03-04,0
Sentra,Spare Tire,11555.6,4.05,2025-01-22,1
Sentra,Spare Tire,10123.9,3.86,2025-03-21,1
Sentra,Spare Tire,10834.1,3.56,2025-02-22,0
Sentra,Spare Tire,9622.8,3.97,2025-05-30,1
Sentra,Spare Tire,9232.5,3.82,2025-01-22,1
Sentra,Spare Tire,10332.5,4.17,2025-03-25,1
Sentra,Spare Tire,10833.0,4.11,2025-01-24,1
Sentra,Spare Tire,9466.8,3.75,2025-01-17,0
Sentra,Spare Tire,10205.9,4.2,2025-03-06,0
Sentra,Spare Tire,10689.6,4.01,2025-02-28,1
Sentra,Spare Tire,9245.2,4.13,2025-04-21,1
Sentra,Spare Tire,10033.2,3.83,2025-05-04,1
Sentra,Spare Tire,10718.2,3.83,2025-05-17,1
Sentra,Spare Tire,10442.5,4.01,2025-04-16,1
Sentra,Spare Tire,11280.3,3.88,2025-02-13,1
Sentra,Spare Tire,10733.9,3.75,2025-06-11,1
Sentra,Spare Tire,10409.0,3.91,2025-01-27,1
Sentra,Spare Tire,10404.8,4.03,2025-01-04,0
Sentra,Spare Tire,10949.6,4.01,2025-05-05,1
Sentra,Spare Tire,9855.8,3.66,2025-05-21,0
Sentra,Spare Tire,10029.7,4.18,2025-01-20,1
Sentra,Spare Tire,10622.4,3.91,2025-05-21,1
Sentra,Spare Tire,10022.9,3.95,2025-04-27,1
Sentra,Spare Tire,9700.3,4.04,2025-01-25,1
Sentra,Spare Tire,10509.6,4.27,2025-01-12,1
Sentra,Spare Tire,10745.2,3.56,2025-06-07,1
Sentra,Spare Tire,10893.6,4.04,2025-06-21,1
Sentra,Spare Tire,10227.5,4.01,2025-04-14,1
Sentra,Spare Tire,10452.1,4.12,2025-06-11,0
Sentra,Spare Tire,10079.7,4.16,2025-05-15,1
Sentra,Spare Tire,11735.4,3.77,2025-03-23,1
Sentra,Spare Tire,9988.8,3.97,2025-04-19,0
Sentra,Spare Tire,9592.9,3.95,2025-03-19,1
Sentra,Spare Tire,10822.2,3.97,2025-02-02,1
Sentra,Spare Tire,9656.7,4.16,2025-03-26,0
Sentra,Spare Tire,10491.6,4.1,2025-04-27,1
Sentra,Spare Tire,10660.6,4.16,2025-01-14,1
Sentra,Spare Tire,10318.7,4.05,2025-04-15,1
Sentra,Spare Tire,10573.0,4.05,2025-06-14,1
Sentra,Spare Tire,10260.4,4.04,2025-05-21,1
Sentra,Spare Tire,9554.2,4.12,2025-06-16,1
Sentra,Spare Tire,10388.4,3.87,2025-01-01,1
Sentra,Spare Tire,9493.3,4.01,2025-02-06,1
Sentra,Spare Tire,9737.1,3.77,2025-04-20,1
Sentra,Spare Tire,9234.4,4.24,2025-05-29,1
Sentra,Spare Tire,9604.7,4.26,2025-06-18,1
Sentra,Spare Tire,11035.6,3.91,2025-02-20,1
Sentra,Spare Tire,10200.7,4.0,2025-03-04,0
Sentra,Spare Tire,9947.3,3.94,2025-01-19,1
Sentra,Spare Tire,9903.6,3.8,2025-04-06,1
Sentra,Spare Tire,11305.3,4.06,2025-03-09,0
Sentra,Spare Tire,10649.2,3.91,2025-02-15,1
Sentra,Spare Tire,9987.2,3.77,2025-06-30,0
Sentra,Spare Tire,10559.5,3.86,2025-02-20,1
Sentra,Spare Tire,10707.4,3.87,2025-01-04,0
Sentra,Spare Tire,10717.8,4.1,2025-04-14,1
Sentra,Spare Tire,11439.5,3.86,2025-01-09,1
Sentra,Spare Tire,10116.6,3.97,2025-01-14,1
Sentra,Spare Tire,10918.6,4.0,2025-02-17,1
Sentra,Spare Tire,9699.6,4.25,2025-02-19,0
Sentra,Spare Tire,9727.7,3.98,2025-01-14,1
Sentra,Spare Tire,9939.4,3.83,2025-02-17,0
Sentra,Spare Tire,9809.5,4.15,2025-05-09,1
Sentra,Spare Tire,10289.0,3.9,2025-04-21,1
Sentra,Spare Tire,10920.9,4.19,2025-03-27,1
Sentra,Spare Tire,10294.4,3.87,2025-06-15,1
Sentra,Spare Tire,9917.4,4.03,2025-06-26,1
Sentra,Spare Tire,9570.6,3.93,2025-03-27,1
Sentra,Spare Tire,9535.6,3.87,2025-06-28,1
Sentra,Spare Tire,11219.1,3.95,2025-01-05,1
Sentra,Spare Tire,10998.3,3.93,2025-06-22,1
Sentra,Spare Tire,10822.1,3.72,2025-03-25,0
Sentra,Spare Tire,9937.7,4.23,2025-02-05,1
Sentra,Spare Tire,10252.2,3.81,2025-02-13,1
Sentra,Spare Tire,10607.6,3.96,2025-03-15,0
Sentra,Spare Tire,10729.6,3.73,2025-01-25,0
Sentra,Spare Tire,10209.2,3.98,2025-01-25,1
Sentra,Spare Tire,11009.5,4.1,2025-03-16,1
Sentra,Spare Tire,9803.4,4.09,2025-02-09,1
Sentra,Spare Tire,8891.5,3.75,2025-01-07,1
Sentra,Spare Tire,10685.0,4.1,2025-04-14,1
Sentra,Spare Tire,9934.8,3.75,2025-04-15,0
Sentra,Spare Tire,10729.5,4.13,2025-05-03,1
Sentra,Spare Tire,10512.6,3.98,2025-01-10,1
Sentra,Spare Tire,9934.6,4.07,2025-01-27,1
Sentra,Spare Tire,9852.6,3.81,2025-03-22,1
Sentra,Spare Tire,9870.6,4.15,2025-01-20,1
Sentra,Spare Tire,10612.5,3.76,2025-03-07,1
Sentra,Spare Tire,9781.1,4.39,2025-03-23,0
Sentra,Spare Tire,11092.9,3.74,2025-05-31,1
Sentra,Spare Tire,10666.4,3.48,2025-05-25,1
Sentra,Spare Tire,9945.2,3.64,2025-02-06,1
Sentra,Spare Tire,9836.0,4.01,2025-01-05,1
Sentra,Spare Tire,10577.2,3.83,2025-01-25,0
Sentra,Spare Tire,10906.1,3.96,2025-04-13,1
Sentra,Spare Tire,10868.6,3.78,2025-04-19,1
Sentra,Spare Tire,9239.4,4.12,2025-03-05,1
Sentra,Spare Tire,9575.3,4.65,2025-02-22,1
Sentra,Spare Tire,9256.3,4.24,2025-05-13,1
Sentra,Spare Tire,11168.2,4.14,2025-02-06,1
Sentra,Spare Tire,10568.3,3.86,2025-02-02,0
Sentra,Spare Tire,10612.0,3.98,2025-02-04,1
Sentra,Spare Tire,9491.8,3.71,2025-02-04,0
Sentra,Spare Tire,10049.9,4.07,2025-03-13,1
Sentra,Spare Tire,11528.8,3.91,2025-01-10,0
Sentra,Spare Tire,9926.1,4.01,2025-01-09,1
Sentra,Spare Tire,10550.3,3.97,2025-03-23,1
Sentra,Spare Tire,10650.2,4.19,2025-03-01,1
Sentra,Spare Tire,9663.7,3.95,2025-05-31,0
Sentra,Spare Tire,10942.8,3.72,2025-02-03,1
Sentra,Spare Tire,10178.4,3.8,2025-02-17,1
Sentra,Spare Tire,10972.5,3.71,2025-06-20,1
Leaf,HV Battery,34079.3,8.73,2025-01-08,1
Leaf,HV Battery,35320.6,8.18,2025-01-25,1
Leaf,HV Battery,32810.2,7.84,2025-06-19,1
Leaf,HV Battery,34664.8,8.29,2025-06-07,1
Leaf,HV Battery,34190.7,7.53,2025-01-12,0
Leaf,HV Battery,36411.8,7.3,2025-01-20,0
Leaf,HV Battery,35611.6,7.47,2025-01-30,0
Leaf,HV Battery,35634.5,7.66,2025-02-23,0
Leaf,HV Battery,38634.2,7.88,2025-03-07,1
Leaf,HV Battery,33075.4,7.35,2025-05-17,1
Leaf,HV Battery,34612.7,7.43,2025-03-20,1
Leaf,HV Battery,37897.6,7.49,2025-02-23,1
Leaf,HV Battery,35320.3,7.93,2025-02-27,0
Leaf,HV Battery,40323.9,7.64,2025-05-28,1
Leaf,HV Battery,38325.8,7.53,2025-01-26,1
Leaf,HV Battery,37113.5,7.38,2025-02-19,1
Leaf,HV Battery,36803.5,7.56,2025-02-28,1
Leaf,HV Battery,37000.5,8.01,2025-06-14,0
Leaf,HV Battery,36494.7,7.86,2025-02-14,0
Leaf,HV Battery,34541.9,7.98,2025-04-04,1
Leaf,HV Battery,32552.6,8.68,2025-02-16,1
Leaf,HV Battery,36526.5,7.91,2025-05-13,0
Leaf,HV Battery,36221.9,7.41,2025-04-07,1
Leaf,HV Battery,34330.9,7.79,2025-01-30,1
Leaf,HV Battery,34525.2,7.24,2025-02-24,1
Leaf,HV Battery,35244.0,7.83,2025-02-10,0
Leaf,HV Battery,35364.9,8.11,2025-03-04,1
Leaf,HV Battery,35675.4,8.31,2025-06-03,1
Leaf,HV Battery,39467.2,7.65,2025-03-07,1
Leaf,HV Battery,33413.5,7.26,2025-03-27,1
Leaf,HV Battery,35299.3,8.01,2025-04-16,0
Leaf,HV Battery,34770.4,7.71,2025-06-23,0
Leaf,HV Battery,34466.3,7.58,2025-03-14,1
Leaf,HV Battery,35579.3,8.08,2025-03-27,0
Leaf,HV Battery,37037.0,6.84,2025-02-02,1
Leaf,HV Battery,36588.1,7.95,2025-02-25,1
Leaf,HV Battery,35230.9,7.57,2025-03-19,1
Leaf,HV Battery,36457.0,7.75,2025-02-17,1
Leaf,HV Battery,34981.3,8.54,2025-05-09,0
Leaf,HV Battery,36290.2,7.5,2025-04-13,1
Leaf,HV Battery,36707.1,7.87,2025-03-18,1
Leaf,HV Battery,36058.9,8.03,2025-03-18,0
Leaf,HV Battery,34550.2,7.8,2025-06-06,1
Leaf,HV Battery,33888.5,8.01,2025-04-24,1
Leaf,HV Battery,35417.1,7.39,2025-04-20,1
Leaf,HV Battery,35298.9,7.79,2025-01-02,1
Leaf,HV Battery,36983.4,8.17,2025-02-14,1
Leaf,HV Battery,37038.4,7.91,2025-03-09,0
Leaf,HV Battery,36695.2,7.6,2025-05-30,0
Leaf,HV Battery,33455.0,7.44,2025-05-12,1
Leaf,HV Battery,35471.9,7.62,2025-04-21,0
Leaf,HV Battery,34952.6,7.8,2025-04-20,0
